FL_DATE,OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,ARR_DELAY,DEP_DELAY
2009-11-23,B6,509,EWR,FLL,-12.0,-8.0
2009-08-03,EV,5339,EVV,ATL,-6.0,-8.0
2009-02-09,NW,1081,DTW,BNA,-12.0,-8.0
2009-04-01,CO,171,MSP,EWR,2.0,-8.0
2009-11-23,AS,652,PDX,PHX,-16.0,-8.0
2009-06-01,US,210,SMF,PHX,9.0,-8.0
2009-05-09,AS,552,SEA,PSP,-5.0,-8.0
2009-02-03,F9,165,DEN,SJC,-18.0,-8.0
2009-09-22,AA,1301,MIA,DFW,-16.0,-8.0
2009-04-28,CO,1159,EWR,ATL,6.0,-8.0
2009-09-02,US,17,JFK,PHX,-46.0,-8.0
2009-08-31,US,1195,PHX,SAN,1.0,-8.0
2009-09-16,NW,124,PHX,MSP,2.0,-8.0
2009-12-03,XE,2382,CLE,DAY,-13.0,-8.0
2009-01-13,F9,788,LAS,DEN,-11.0,-8.0
2009-11-18,OO,6608,SLC,DEN,9.0,-8.0
2009-01-14,EV,4935,ATL,CRW,-14.0,-8.0
2009-07-08,MQ,3054,SAN,LAX,-9.0,-8.0
2009-04-08,B6,314,FLL,IAD,-17.0,-8.0
2009-06-01,EV,5448,ATL,AVP,-21.0,-8.0
2009-02-15,EV,4952,ATL,MYR,-16.0,-8.0
2009-04-28,AA,300,DFW,RDU,-6.0,-8.0
2009-09-15,XE,2832,CLE,BWI,-10.0,-8.0
2009-08-31,EV,5514,ATL,MEI,-7.0,-8.0
2009-03-07,9E,2206,JAX,MEM,-37.0,-8.0
2009-02-17,MQ,4272,RDU,ORD,-9.0,-8.0
2009-03-14,NW,1448,MSP,DTW,-14.0,-8.0
2009-08-31,FL,357,ATL,PNS,-14.0,-8.0
2009-09-23,US,2127,BOS,LGA,-24.0,-8.0
2009-02-17,CO,1503,LAX,EWR,-41.0,-8.0
2009-11-29,MQ,3498,DFW,CLL,3.0,-8.0
2009-02-06,YV,7211,CAE,ORD,-17.0,-8.0
2009-09-06,OO,4884,SNA,SLC,-13.0,-8.0
2009-02-09,OO,5992,SDF,ORD,-14.0,-8.0
2009-07-20,B6,449,BOS,FLL,6.0,-8.0
2009-03-08,EV,5440,XNA,ATL,6.0,-8.0
2009-05-09,US,138,SEA,LAS,-20.0,-8.0
2009-11-17,DL,1673,ATL,CMH,-13.0,-8.0
2009-05-02,B6,450,FLL,BOS,-28.0,-8.0
2009-06-02,WN,1505,ISP,TPA,-17.0,-8.0
2009-09-21,US,2167,LGA,DCA,-18.0,-8.0
2009-04-28,FL,211,BOS,PHF,-18.0,-8.0
2009-01-11,B6,117,JFK,MSY,21.0,-8.0
2009-02-02,DL,1821,PIT,ATL,-8.0,-8.0
2009-09-22,UA,131,BOI,DEN,-8.0,-8.0
2009-02-19,B6,190,SLC,LAS,-5.0,-8.0
2009-03-06,US,945,CLT,JAX,-25.0,-8.0
2009-09-07,UA,1,ORD,HNL,0.0,-8.0
2009-06-07,XE,3029,MCI,IAH,13.0,-8.0
2009-08-06,MQ,4472,BNA,ORD,27.0,-8.0
2009-05-17,UA,169,ORD,DEN,-18.0,-8.0
2009-04-28,FL,682,RSW,MKE,-16.0,-8.0
2009-11-20,OO,6316,PSP,LAX,0.0,-8.0
2009-09-04,OO,4901,FCA,SLC,-9.0,-8.0
2009-03-30,9E,2178,LGA,IND,-2.0,-8.0
2009-09-10,YV,7241,CAE,ORD,-15.0,-8.0
2009-07-25,AA,1725,BOS,ORD,13.0,-8.0
2009-04-21,FL,511,CHS,ATL,-10.0,-8.0
2009-07-24,XE,2916,OMA,EWR,-18.0,-8.0
2009-11-11,AA,280,LAX,MIA,-1.0,-8.0
2009-09-28,CO,766,ONT,IAH,-13.0,-8.0
2009-02-12,EV,5131,MKE,ATL,-39.0,-8.0
2009-02-26,AS,375,SMF,SEA,-7.0,-8.0
2009-01-21,US,9,SLC,PHX,-13.0,-8.0
2009-04-11,NW,582,MSP,MCO,-21.0,-8.0
2009-11-10,DL,1132,PHX,CVG,-6.0,-8.0
2009-09-30,US,537,LAS,SAN,-16.0,-8.0
2009-09-08,AS,128,FAI,SEA,-4.0,-8.0
2009-06-25,B6,444,TPA,BOS,7.0,-8.0
2009-04-11,OO,4902,SJC,SLC,-8.0,-8.0
2009-01-23,B6,821,JFK,MCO,-26.0,-8.0
2009-09-01,CO,727,BWI,IAH,-11.0,-8.0
2009-02-11,US,1232,MSY,DCA,-3.0,-8.0
2009-09-27,US,1853,PHL,BWI,-14.0,-8.0
2009-02-25,AA,1387,ATL,DFW,-24.0,-8.0
2009-05-28,YV,2831,SAT,PHX,4.0,-8.0
2009-07-24,DL,734,SAN,JFK,-4.0,-8.0
2009-05-11,AA,2246,LAX,AUS,-17.0,-8.0
2009-09-28,9E,4364,MEM,OKC,-33.0,-8.0
2009-02-25,EV,5239,BTR,ATL,-8.0,-8.0
2009-07-14,XE,2091,CVG,IAH,-25.0,-8.0
2009-06-26,9E,2121,DLH,MSP,-2.0,-8.0
2009-02-25,UA,212,BOI,DEN,-17.0,-8.0
2009-11-27,NW,7087,DTW,BNA,-25.0,-8.0
2009-09-10,UA,579,DSM,DEN,-15.0,-8.0
2009-06-27,OO,6507,LMT,SFO,-23.0,-8.0
2009-06-22,MQ,4723,JFK,RDU,-41.0,-8.0
2009-11-08,OO,4453,IAH,SLC,-32.0,-8.0
2009-06-22,DL,1468,RSW,ATL,12.0,-8.0
2009-09-12,B6,1133,SYR,JFK,-6.0,-8.0
2009-03-22,9E,2233,MEM,SHV,-22.0,-8.0
2009-06-22,B6,562,FLL,SWF,3.0,-8.0
2009-09-05,UA,918,RDU,IAD,-19.0,-8.0
2009-08-16,9E,916,TLH,ATL,3.0,-8.0
2009-03-01,AS,84,ANC,SEA,6.0,-8.0
2009-03-23,US,966,DTW,CLT,-23.0,-8.0
2009-03-23,OO,5754,LAX,CLD,-15.0,-8.0
2009-11-07,OO,5939,SDF,ORD,-8.0,-8.0
2009-12-30,US,1435,ORF,CLT,-3.0,-8.0
2009-01-11,OO,6356,SFO,SLC,-1.0,-8.0
2009-06-05,AS,233,SAN,PDX,7.0,-8.0
2009-09-05,YV,2674,MEM,CLT,-10.0,-8.0
2009-07-14,EV,5629,CRW,ATL,13.0,-8.0
2009-07-25,US,180,ORD,PHX,-17.0,-8.0
2009-03-22,MQ,4047,CVG,ORD,-7.0,-8.0
2009-03-02,OO,6070,HDN,DEN,-11.0,-8.0
2009-09-14,US,86,OMA,PHX,-13.0,-8.0
2009-09-28,US,808,CLT,BOS,-15.0,-8.0
2009-09-05,AA,2223,LGA,STL,-33.0,-8.0
2009-12-26,NW,2280,SFO,DTW,11.0,-8.0
2009-11-06,US,855,DCA,BDL,-4.0,-8.0
2009-04-23,YV,2850,YUM,PHX,-1.0,-8.0
2009-03-30,B6,144,PBI,JFK,-6.0,-8.0
2009-12-28,US,788,FLL,PHL,-15.0,-8.0
2009-08-16,B6,251,OAK,LGB,-3.0,-8.0
2009-08-29,XE,3047,BHM,IAH,-9.0,-8.0
2009-04-11,EV,5448,ATL,AVP,-31.0,-8.0
2009-09-07,CO,1588,SAN,IAH,-10.0,-8.0
2009-09-11,MQ,3949,ORD,BMI,-15.0,-8.0
2009-04-10,UA,508,ORD,BWI,-25.0,-8.0
2009-06-04,MQ,3685,DFW,TXK,-16.0,-8.0
2009-07-13,DL,1112,STL,ATL,7.0,-8.0
2009-07-01,OO,6264,SFO,FAT,-14.0,-8.0
2009-09-12,XE,2905,OKC,IAH,-1.0,-8.0
2009-09-11,NW,205,MKE,MSP,-27.0,-8.0
2009-11-23,US,1904,CLT,PIT,-8.0,-8.0
2009-06-30,OO,5883,SJC,SBA,-7.0,-8.0
2009-11-15,OO,6049,ORD,IND,-17.0,-8.0
2009-05-06,US,280,IAH,PHX,-33.0,-8.0
2009-08-18,DL,1858,PNS,ATL,-15.0,-8.0
2009-09-02,EV,5503,CVG,LEX,-13.0,-8.0
2009-01-27,NW,378,DTW,BOS,-18.0,-8.0
2009-05-19,CO,1140,DFW,EWR,-21.0,-8.0
2009-11-03,EV,5309,CLE,ATL,-26.0,-8.0
2009-06-13,EV,5184,CVG,MDT,-35.0,-8.0
2009-04-17,OO,7802,SLC,TWF,-13.0,-8.0
2009-05-06,XE,2034,CLE,MCI,-17.0,-8.0
2009-06-13,US,1178,MYR,CLT,0.0,-8.0
2009-07-02,XE,2788,CVG,EWR,-18.0,-8.0
2009-07-21,XE,5660,ORD,ROC,-15.0,-8.0
2009-01-28,F9,370,DEN,MKE,-10.0,-8.0
2009-01-28,FL,232,PBI,ATL,-6.0,-8.0
2009-07-01,US,1732,CLT,DCA,-12.0,-8.0
2009-07-22,AS,152,OME,OTZ,-5.0,-8.0
2009-03-17,EV,5307,ICT,ATL,-15.0,-8.0
2009-08-23,DL,1987,DCA,ATL,-6.0,-8.0
2009-01-29,UA,73,SAN,SFO,-10.0,-8.0
2009-04-19,US,1440,IND,CLT,-4.0,-8.0
2009-09-03,OO,5939,SDF,ORD,-13.0,-8.0
2009-02-24,US,2020,DCA,BOS,-11.0,-8.0
2009-11-12,US,1716,PHL,BOS,-3.0,-8.0
2009-11-24,EV,5190,OKC,ATL,-14.0,-8.0
2009-06-15,MQ,3930,ORD,OMA,-14.0,-8.0
2009-09-19,NW,1417,MSN,DTW,-15.0,-8.0
2009-03-03,MQ,4294,FWA,ORD,-11.0,-8.0
2009-02-24,B6,1068,AUS,JFK,-17.0,-8.0
2009-05-28,AS,514,SEA,SNA,-1.0,-8.0
2009-07-12,UA,117,JAX,ORD,-18.0,-8.0
2009-04-07,CO,1119,BOS,EWR,2.0,-8.0
2009-05-14,YV,7340,ORD,MDT,-20.0,-8.0
2009-05-11,9E,2996,XNA,DTW,-15.0,-8.0
2009-09-17,XE,2862,MKE,IAH,12.0,-8.0
2009-08-23,US,1997,CLT,FLL,5.0,-8.0
2009-08-13,US,1517,DCA,TPA,-16.0,-8.0
2009-02-11,AA,1024,SJC,AUS,-11.0,-8.0
2009-11-13,EV,5489,ATL,GNV,-11.0,-8.0
2009-04-06,OO,6446,MFR,PDX,-25.0,-8.0
2009-01-30,OO,6025,FWA,ORD,-13.0,-8.0
2009-07-23,9E,2812,DSM,DCA,-13.0,-8.0
2009-01-26,NW,1654,RDU,MSP,-1.0,-8.0
2009-09-10,NW,352,MSY,MEM,2.0,-8.0
2009-01-30,US,2139,BOS,LGA,16.0,-8.0
2009-04-07,AA,2001,ORD,STL,-5.0,-8.0
2009-09-17,US,1290,PHL,BOS,-3.0,-8.0
2009-11-25,F9,797,DEN,PDX,-11.0,-7.0
2009-07-16,NW,187,DCA,MSP,16.0,-7.0
2009-08-29,MQ,3030,MRY,LAX,-10.0,-7.0
2009-11-25,MQ,3581,FSM,DFW,-10.0,-7.0
2009-02-15,YV,2714,SBA,PHX,-4.0,-7.0
2009-05-20,MQ,3963,LIT,ORD,-13.0,-7.0
2009-11-22,9E,4015,MSP,TUL,-19.0,-7.0
2009-06-04,B6,667,BUF,MCO,-2.0,-7.0
2009-06-04,XE,2072,RIC,IAH,-20.0,-7.0
2009-03-09,OO,5530,PSP,LAX,-17.0,-7.0
2009-05-20,MQ,4268,PIA,ORD,-14.0,-7.0
2009-02-14,MQ,3430,GGG,DFW,-16.0,-7.0
2009-11-23,AA,733,LAX,LAS,-11.0,-7.0
2009-09-20,US,1434,MIA,CLT,-16.0,-7.0
2009-02-14,AA,1614,TPA,ORD,-11.0,-7.0
2009-05-21,AA,384,SNA,DFW,-11.0,-7.0
2009-09-29,MQ,4128,XNA,ORD,3.0,-7.0
2009-09-29,9E,876,ATL,HOU,-7.0,-7.0
2009-05-01,DL,1120,LAS,SLC,-15.0,-7.0
2009-11-25,9E,3918,DTW,BGR,-5.0,-7.0
2009-03-03,FL,993,PIT,ATL,-19.0,-7.0
2009-08-25,NW,525,LGA,MSP,-26.0,-7.0
2009-11-12,UA,538,ORD,BOS,6.0,-7.0
2009-07-23,MQ,4343,IND,ORD,-9.0,-7.0
2009-09-01,FL,841,MCO,ATL,-18.0,-7.0
2009-07-29,9E,2401,ICT,MSP,-21.0,-7.0
2009-11-05,CO,524,CLE,EWR,-33.0,-7.0
2009-05-28,NW,1607,IND,LAX,-43.0,-7.0
2009-02-25,CO,1017,MSP,IAH,-13.0,-7.0
2009-05-06,MQ,3180,SAN,SJC,-5.0,-7.0
2009-11-13,UA,236,IAD,RDU,-13.0,-7.0
2009-05-24,B6,1302,IAD,JFK,-11.0,-7.0
2009-11-13,MQ,3935,MIA,CLT,4.0,-7.0
2009-01-15,OO,5710,LAS,FAT,-18.0,-7.0
2009-08-26,EV,5613,ATL,MSY,-16.0,-7.0
2009-08-23,XE,1220,CLE,DCA,-8.0,-7.0
2009-02-24,DL,1868,ELP,ATL,-1.0,-7.0
2009-02-24,MQ,3144,SJC,SAN,-4.0,-7.0
2009-09-26,UA,201,BOS,IAD,-5.0,-7.0
2009-04-06,OH,6369,LGA,DSM,-18.0,-7.0
2009-11-04,EV,5092,ATL,FAY,-3.0,-7.0
2009-05-05,US,5,ORD,PHL,-15.0,-7.0
2009-11-08,UA,224,IAD,BDL,-19.0,-7.0
2009-02-27,DL,1120,LAS,SLC,-14.0,-7.0
2009-09-29,B6,505,EWR,FLL,-26.0,-7.0
2009-05-27,AA,529,OKC,DFW,-2.0,-7.0
2009-09-30,9E,4087,VPS,MEM,-22.0,-7.0
2009-08-24,AA,1182,LAX,AUS,-10.0,-7.0
2009-08-24,OO,6518,LNK,ORD,-13.0,-7.0
2009-11-06,9E,4178,FNT,DTW,-12.0,-7.0
2009-11-08,FL,476,TPA,BWI,-14.0,-7.0
2009-11-10,US,1970,TPA,CLT,-13.0,-7.0
2009-11-10,OO,4645,BTM,SLC,-19.0,-7.0
2009-05-27,EV,4969,MGM,ATL,20.0,-7.0
2009-02-26,DL,327,ATL,STT,0.0,-7.0
2009-09-28,B6,598,MCO,HPN,-22.0,-7.0
2009-04-02,EV,4953,ABE,ATL,35.0,-7.0
2009-11-09,MQ,2740,LFT,DFW,-19.0,-7.0
2009-11-09,MQ,3930,ORD,OMA,-17.0,-7.0
2009-03-02,9E,2868,DLH,DTW,-14.0,-7.0
2009-05-27,YV,2914,TUS,PHX,-10.0,-7.0
2009-03-07,B6,190,SLC,LAS,-19.0,-7.0
2009-09-23,OO,4892,SLC,BIS,28.0,-7.0
2009-06-01,EV,5446,ATL,CID,-33.0,-7.0
2009-07-19,9E,2190,IND,DCA,-25.0,-7.0
2009-03-31,9E,2265,OMA,MEM,12.0,-7.0
2009-05-02,NW,1776,DTW,PHL,-12.0,-7.0
2009-03-31,OO,4902,SJC,SLC,-4.0,-7.0
2009-11-18,EV,5246,ATL,CHO,6.0,-7.0
2009-02-18,9E,2611,TLH,MEM,-5.0,-7.0
2009-03-06,AA,1669,DFW,SNA,0.0,-7.0
2009-01-15,US,321,SNA,LAS,-11.0,-7.0
2009-08-03,US,1468,DCA,BUF,-13.0,-7.0
2009-05-01,FL,272,BOS,ATL,-8.0,-7.0
2009-09-22,NW,1574,MSP,ALB,-1.0,-7.0
2009-09-30,EV,5563,ATL,EWN,-21.0,-7.0
2009-05-01,WN,209,LIT,DAL,-10.0,-7.0
2009-05-07,DL,1541,IAD,ATL,5.0,-7.0
2009-11-19,YV,7122,ORD,TVC,-5.0,-7.0
2009-01-15,EV,5291,ATL,PFN,-8.0,-7.0
2009-02-17,AA,2321,ORD,DFW,-5.0,-7.0
2009-09-30,YV,7105,BNA,IAD,-16.0,-7.0
2009-03-05,UA,1157,DEN,SMF,-6.0,-7.0
2009-07-31,XE,2223,STL,IAH,9.0,-7.0
2009-09-02,AA,1197,DCA,STL,-16.0,-7.0
2009-05-23,NW,334,LAX,DTW,-14.0,-7.0
2009-07-21,NW,1164,DFW,DTW,,-7.0
2009-11-03,OH,6565,JFK,PIT,-14.0,-7.0
2009-07-22,XE,3059,IAH,MOB,-4.0,-7.0
2009-11-14,US,959,ORD,CLT,-24.0,-7.0
2009-05-30,AA,349,ATL,DFW,-23.0,-7.0
2009-11-03,MQ,4314,PIT,JFK,-15.0,-7.0
2009-11-02,OO,5802,PDX,DEN,-13.0,-7.0
2009-11-17,MQ,3886,ORD,FNT,1.0,-7.0
2009-07-20,EV,5162,ATL,HPN,-21.0,-7.0
2009-07-20,AA,1358,SNA,ORD,-19.0,-7.0
2009-11-17,OO,6181,CEC,SFO,-1.0,-7.0
2009-11-17,UA,57,LAX,KOA,-25.0,-7.0
2009-04-01,CO,492,EWR,MCO,-6.0,-7.0
2009-05-23,MQ,4383,ORD,MLI,-14.0,-7.0
2009-09-02,MQ,3577,DFW,CID,8.0,-7.0
2009-08-27,OO,2521,MSN,MKE,-9.0,-7.0
2009-02-20,UA,53,LAX,KOA,28.0,-7.0
2009-09-19,CO,1441,IAH,AUS,-4.0,-7.0
2009-09-02,OO,5752,CVG,ORD,-4.0,-7.0
2009-09-02,OO,6286,PSP,LAS,1.0,-7.0
2009-01-28,US,2116,LGA,BOS,22.0,-7.0
2009-01-28,OO,4527,SLC,LWS,26.0,-7.0
2009-04-18,US,1284,PHL,STT,-18.0,-7.0
2009-03-17,OO,6131,SFO,BUR,-7.0,-7.0
2009-03-17,OO,6611,DEN,BOI,-23.0,-7.0
2009-07-03,US,1945,CLT,ATL,15.0,-7.0
2009-06-13,XE,2238,EWR,BGR,-6.0,-7.0
2009-04-26,EV,5469,ATL,BMI,-10.0,-7.0
2009-12-11,CO,1572,AUS,IAH,0.0,-7.0
2009-04-17,US,1656,CLT,PBI,-9.0,-7.0
2009-06-15,OO,4889,SLC,DFW,-16.0,-7.0
2009-08-12,NW,136,FSD,MSP,-10.0,-7.0
2009-04-19,AS,330,SEA,SJC,-9.0,-7.0
2009-01-06,B6,915,BOS,JFK,-1.0,-7.0
2009-04-19,NW,1032,MKE,MEM,12.0,-7.0
2009-01-26,OO,6069,SLC,SFO,-12.0,-7.0
2009-09-02,XE,2922,IAH,DAL,-16.0,-7.0
2009-12-15,CO,240,AUS,IAH,-2.0,-7.0
2009-06-14,OO,4563,SAN,SLC,-15.0,-7.0
2009-04-26,US,775,RDU,CLT,7.0,-7.0
2009-06-15,AS,156,FAI,ANC,-10.0,-7.0
2009-09-18,MQ,4745,RDU,LGA,-12.0,-7.0
2009-08-12,EV,5037,MEI,ATL,1.0,-7.0
2009-09-01,OO,4614,SLC,MSO,-9.0,-7.0
2009-09-07,US,311,CLT,PHX,-16.0,-7.0
2009-09-01,MQ,4387,ORD,SDF,-18.0,-7.0
2009-01-08,US,1049,JAX,CLT,3.0,-7.0
2009-03-15,F9,778,LAS,DEN,0.0,-7.0
2009-09-21,OO,5815,MWH,SEA,-17.0,-7.0
2009-12-06,MQ,4502,LGA,BOS,-18.0,-7.0
2009-07-07,DL,2011,EWR,ATL,3.0,-7.0
2009-12-06,HA,307,KOA,HNL,-8.0,-7.0
2009-04-28,NW,1412,EWR,DTW,19.0,-7.0
2009-03-15,US,1553,PHL,DEN,13.0,-7.0
2009-04-28,OO,6194,RDD,SFO,-16.0,-7.0
2009-12-10,AS,55,FAI,SCC,-6.0,-7.0
2009-07-04,EV,5208,ATL,CAK,-18.0,-7.0
2009-01-01,MQ,3909,TYS,ORD,-23.0,-7.0
2009-01-07,NW,1493,CMH,MSP,-19.0,-7.0
2009-12-11,EV,5276,CHA,ATL,-14.0,-7.0
2009-03-16,AA,2363,ORD,HDN,-13.0,-7.0
2009-01-30,FL,347,DEN,ATL,-15.0,-7.0
2009-09-21,AA,813,AUS,LAX,-14.0,-7.0
2009-12-08,US,2044,DCA,BOS,-20.0,-7.0
2009-02-01,DL,1691,DTW,ATL,-5.0,-7.0
2009-04-16,DL,1299,RDU,ATL,-3.0,-7.0
2009-08-18,B6,1107,JFK,RDU,-33.0,-7.0
2009-01-31,YV,2637,CLT,BHM,-7.0,-7.0
2009-04-24,UA,372,PDX,SFO,-18.0,-7.0
2009-09-07,HA,240,LIH,HNL,-3.0,-7.0
2009-04-24,US,1817,LGA,CLT,-41.0,-7.0
2009-06-23,US,1781,PHL,DCA,-26.0,-7.0
2009-09-11,US,1468,DCA,BUF,-15.0,-7.0
2009-09-14,FL,467,MCO,BWI,6.0,-7.0
2009-05-12,B6,259,FLL,LGB,28.0,-7.0
2009-01-04,HA,148,HNL,KOA,-4.0,-7.0
2009-01-21,MQ,3856,VPS,DFW,-20.0,-7.0
2009-08-16,UA,418,SAN,DEN,-25.0,-7.0
2009-05-11,OO,6015,ORD,FAR,11.0,-7.0
2009-01-20,UA,115,IAD,ORD,-35.0,-7.0
2009-09-04,YV,7106,ORD,BHM,-12.0,-7.0
2009-12-30,DL,1017,PHL,ATL,0.0,-7.0
2009-06-21,EV,5491,OAJ,ATL,-13.0,-7.0
2009-06-20,XE,3124,ATL,IAH,-12.0,-7.0
2009-09-12,UA,278,PDX,SFO,-2.0,-7.0
2009-09-12,OO,2529,MKE,MSN,-4.0,-7.0
2009-01-18,AS,67,SEA,KTN,-28.0,-7.0
2009-09-12,MQ,3386,MSN,DFW,1.0,-7.0
2009-01-19,OO,4467,MSO,SLC,-15.0,-7.0
2009-09-05,MQ,3596,TYS,DFW,-21.0,-7.0
2009-12-28,OO,7756,SLC,CDC,0.0,-7.0
2009-08-15,NW,550,DEN,MSP,-16.0,-7.0
2009-03-22,AA,942,MIA,BDL,-5.0,-7.0
2009-06-22,OO,6546,MFR,PDX,-3.0,-7.0
2009-01-24,US,2135,BOS,LGA,-20.0,-7.0
2009-09-09,OO,6496,LAX,COS,-11.0,-7.0
2009-03-19,FL,114,ATL,DFW,-1.0,-7.0
2009-12-20,US,191,PHX,SAN,-10.0,-7.0
2009-09-16,MQ,4073,MQT,ORD,-21.0,-7.0
2009-03-25,NW,562,DEN,MSP,-11.0,-7.0
2009-12-17,US,119,KOA,PHX,-35.0,-7.0
2009-09-10,CO,1133,EWR,DFW,3.0,-7.0
2009-05-14,US,2116,LGA,BOS,-17.0,-7.0
2009-01-25,FL,878,BWI,TPA,-27.0,-7.0
2009-12-18,AS,39,MSP,SEA,-22.0,-7.0
2009-01-25,B6,1281,BOS,RIC,-20.0,-7.0
2009-01-12,DL,1540,LAX,CVG,4.0,-7.0
2009-06-26,MQ,3939,BNA,ORD,9.0,-7.0
2009-06-17,EV,5577,EVV,ATL,-1.0,-7.0
2009-09-08,MQ,4375,ORD,GRR,-10.0,-7.0
2009-03-24,XE,2724,BOS,CLE,-28.0,-7.0
2009-06-25,US,596,SMF,PHX,-4.0,-7.0
2009-01-01,UA,584,PDX,DEN,-22.0,-7.0
2009-01-23,UA,1229,DEN,BIL,-9.0,-7.0
2009-09-16,AA,298,HNL,LAX,-1.0,-7.0
2009-08-13,YV,2740,IAH,CLT,-17.0,-7.0
2009-01-22,YV,7220,IAD,BUF,-20.0,-7.0
2009-09-08,OO,6458,LAX,TUS,-10.0,-7.0
2009-03-25,DL,174,MCO,JFK,26.0,-7.0
2009-06-17,US,968,SJU,CLT,-18.0,-7.0
2009-04-13,MQ,4369,SDF,MIA,2.0,-7.0
2009-05-19,NW,1500,DFW,DTW,-15.0,-7.0
2009-04-13,OO,6583,COS,DEN,-7.0,-7.0
2009-09-17,UA,342,SAN,DEN,-11.0,-7.0
2009-09-17,WN,2704,LAS,SAN,-10.0,-7.0
2009-03-29,NW,1474,MSP,DTW,-6.0,-7.0
2009-07-12,YV,7172,ORD,DTW,2.0,-7.0
2009-09-18,OO,4447,CVG,ORD,-12.0,-7.0
2009-05-08,B6,42,JFK,SYR,-13.0,-7.0
2009-02-09,AA,2426,SJC,DFW,-9.0,-7.0
2009-06-07,WN,1178,BNA,MCO,-14.0,-7.0
2009-01-03,B6,1234,RSW,BOS,-14.0,-7.0
2009-09-17,9E,4156,MBS,DTW,15.0,-7.0
2009-02-06,XE,2251,IND,EWR,-6.0,-7.0
2009-09-16,OO,4760,PSP,SLC,-1.0,-7.0
2009-09-06,UA,105,ORD,LAS,-37.0,-7.0
2009-03-12,NW,256,DTW,CLT,4.0,-7.0
2009-04-29,DL,1771,LGA,ATL,-14.0,-7.0
2009-04-29,EV,5404,ATL,AVL,-8.0,-7.0
2009-09-24,XE,2038,EWR,MSN,-10.0,-7.0
2009-08-20,XE,2569,TUL,IAH,-6.0,-7.0
2009-05-18,DL,1772,ATL,LGA,-12.0,-7.0
2009-09-27,YV,7145,ROC,ORD,-22.0,-7.0
2009-08-30,WN,493,MHT,MCO,-14.0,-7.0
2009-04-11,UA,176,SFO,BOS,-2.0,-7.0
2009-04-12,NW,535,LGA,DTW,6.0,-7.0
2009-03-10,EV,5187,ATL,TLH,26.0,-7.0
2009-09-20,MQ,3337,AEX,DFW,-5.0,-7.0
2009-06-05,NW,1690,DTW,RDU,2.0,-7.0
2009-04-11,AS,73,ANC,FAI,-12.0,-7.0
2009-06-05,US,431,SFO,LAS,-8.0,-7.0
2009-03-10,US,1717,PHL,PBI,-33.0,-7.0
2009-09-20,B6,494,DEN,BOS,2.0,-7.0
2009-04-12,9E,2421,DTW,CRW,-11.0,-7.0
2009-11-28,AA,247,LAX,KOA,-13.0,-7.0
2009-02-10,UA,1159,LAS,DEN,-14.0,-7.0
2009-09-05,HA,595,OGG,HNL,-9.0,-7.0
2009-04-12,AA,1536,SFO,DFW,1.0,-7.0
2009-11-28,MQ,3876,ORD,PIA,-20.0,-7.0
2009-09-04,XE,2978,BTR,IAH,-13.0,-7.0
2009-09-27,OO,6830,BOI,LAX,3.0,-7.0
2009-03-29,OO,6305,LAS,PSP,-9.0,-7.0
2009-11-28,WN,2270,STL,HOU,-31.0,-7.0
2009-07-13,B6,606,JFK,PWM,-24.0,-7.0
2009-02-04,XE,1200,ATL,EWR,-24.0,-7.0
2009-06-10,OH,6381,CVG,DTW,10.0,-7.0
2009-07-08,XE,2684,MEM,IAH,-16.0,-7.0
2009-07-08,XE,2264,DTW,EWR,-32.0,-7.0
2009-07-09,NW,533,LGA,DTW,-13.0,-7.0
2009-09-15,OO,6100,SAN,LAX,-9.0,-7.0
2009-12-03,US,1608,MCO,PHL,-21.0,-7.0
2009-09-22,YV,2880,LGB,PHX,-7.0,-7.0
2009-03-14,OO,4796,SLC,MSO,-18.0,-7.0
2009-03-13,US,1835,RDU,CLT,6.0,-7.0
2009-09-23,OO,4668,SLC,DEN,-1.0,-7.0
2009-04-14,MQ,4614,BOS,JFK,-21.0,-7.0
2009-12-05,AA,1239,MCO,DFW,3.0,-7.0
2009-02-04,CO,152,IAH,EWR,-19.0,-7.0
2009-12-04,DL,424,ATL,DCA,-16.0,-7.0
2009-03-21,FL,701,DAY,ATL,-14.0,-6.0
2009-08-19,OO,4721,JAC,SLC,-1.0,-6.0
2009-05-20,AA,1475,MFE,DFW,-11.0,-6.0
2009-01-04,FL,87,FLL,ATL,16.0,-6.0
2009-09-22,9E,4312,MEM,MOB,2.0,-6.0
2009-05-13,DL,1981,DCA,ATL,-11.0,-6.0
2009-11-02,MQ,4110,BMI,ORD,-5.0,-6.0
2009-03-09,EV,5608,ATL,PVD,12.0,-6.0
2009-01-13,US,285,ABQ,PHX,-7.0,-6.0
2009-09-15,WN,1157,BWI,MDW,-21.0,-6.0
2009-01-07,AS,619,LAS,SEA,-8.0,-6.0
2009-08-06,XE,2585,STL,EWR,-15.0,-6.0
2009-03-09,AA,1820,MCI,ORD,3.0,-6.0
2009-09-10,UA,398,ORD,CVG,-12.0,-6.0
2009-03-25,DL,1584,MEM,ATL,-3.0,-6.0
2009-03-27,NW,1228,IND,LGA,-21.0,-6.0
2009-09-03,UA,690,ORD,LGA,-27.0,-6.0
2009-05-05,MQ,4607,BNA,DCA,-13.0,-6.0
2009-03-24,YV,2992,RNO,PHX,-12.0,-6.0
